timestamp,capital,unrealized_pnl,total_equity
2023-01-16T00:00:00,10000.0,0.0,10000.0
2023-01-16T03:00:00,10000.0,0.0,10000.0
2023-01-16T06:00:00,10000.0,0.0,10000.0
2023-01-16T09:00:00,10000.0,0.0,10000.0
2023-01-16T12:00:00,10000.0,0.0,10000.0
2023-01-16T15:00:00,10000.0,0.0,10000.0
2023-01-16T18:00:00,10000.0,0.0,10000.0
2023-01-16T21:00:00,10000.0,0.0,10000.0
2023-01-17T00:00:00,10000.0,0.0,10000.0
2023-01-17T03:00:00,10000.0,0.0,10000.0
2023-01-17T06:00:00,10000.0,0.0,10000.0
2023-01-17T09:00:00,10000.0,0.0,10000.0
2023-01-17T12:00:00,10000.0,0.0,10000.0
2023-01-17T15:00:00,10000.0,0.0,10000.0
2023-01-17T18:00:00,10000.0,0.0,10000.0
2023-01-17T21:00:00,10000.0,0.0,10000.0
2023-01-18T00:00:00,10000.0,0.0,10000.0
2023-01-18T03:00:00,10000.0,0.0,10000.0
2023-01-18T06:00:00,10000.0,0.0,10000.0
2023-01-18T09:00:00,10000.0,0.0,10000.0
2023-01-18T12:00:00,10000.0,0.0,10000.0
2023-01-18T15:00:00,10000.0,0.0,10000.0
2023-01-18T18:00:00,10000.0,0.0,10000.0
2023-01-18T21:00:00,10000.0,0.0,10000.0
2023-01-19T00:00:00,10000.0,0.0,10000.0
2023-01-19T03:00:00,10000.0,0.0,10000.0
2023-01-19T06:00:00,10000.0,0.0,10000.0
2023-01-19T09:00:00,10000.0,0.0,10000.0
2023-01-19T12:00:00,10000.0,0.0,10000.0
2023-01-19T15:00:00,10000.0,0.0,10000.0
2023-01-19T18:00:00,10000.0,0.0,10000.0
2023-01-19T21:00:00,10000.0,0.0,10000.0
2023-01-20T00:00:00,10000.0,0.0,10000.0
2023-01-20T03:00:00,10000.0,0.0,10000.0
2023-01-20T06:00:00,10000.0,0.0,10000.0
2023-01-20T09:00:00,10000.0,0.0,10000.0
2023-01-20T12:00:00,10000.0,0.0,10000.0
2023-01-20T15:00:00,10000.0,0.0,10000.0
